title,body,label
[카드뉴스] 휴가 떠나기 전 알아야 할 ‘안전운전’ 꿀팁,"졸음운전, 차량 내 화재사고에 대한 각별한 주의 필요(서울=뉴스1) 김수경 에디터 = 본격 여름 휴가철이자 교통사고 다발 시기인 7월~8월을 대비해 도로교통공단은 피서객들의 편안한 여행길을 위한 안전운전 지침을 내놓았다.도로교통공단에 따르면 7월은 월별 교통사고수가 연중 3위 안에 들 정도로 교통사고가 많이 발생하는 달이다. 바캉스를 떠나는 여행객들로 도로가 혼잡해지는 만큼 사고도 증가하는 모습이다.휴가에 나서기 전 운전자들은 지난 6월 25일부터 ‘제2 윤창호법’인 개정 도로교통법 시행으로 음주운전 처벌 기준이 대폭 강화된 것을 명심해야 한다.skna202122@news1.kr▶ [ 크립토허브 ]▶ [ 해피펫 ]▶ 네이버 메인에서 [뉴스1] 구독하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",2
"허태정 시장 ""청년 공공기관 취업 길 열린 건 대전의 경사""","허태정 대전시장이 18일 오전 시청 기자실에서 혁신도시법 개정안 통과에 대한 기자간담회를 갖고 있다. © 뉴스1(대전·충남=뉴스1) 박종명 기자 = 허태정 대전시장은 18일 “지역 인재 채용이 혁신도시법 시행 이전 공공기관까지 소급 적용된 것은 지역 청년들에게 공공기관 취업 길이 열렸다는데 굉장히 큰 의미로 대전의 경사”라고 밝혔다.허 시장은 이날 오전 시청 기자실에서 한국수자원공사, 한국철도공사 등 혁신도시법 시행 전에 이전한 대전지역 공공기관도 지역 인재 채용 의무화가 적용되는 혁신도시법 개정안이 지난 17일 국회 국토교통위원회 법안소위를 통과한데 대해 이 같이 평가했다.허 시장은 “어려운 일이 있었지만 지역 시민사회와 정치권이 여야 없이 협력해준 성과”라며 “특히 박병석 의원과 이은권 의원이 법안을 마련하는데 큰 역할을 해 준데 대해 감사하다“고 말했다.이어 “혁신도시를 추가 지정하는 법안이 통과하지 않아 아쉽다”면서 “지역간 이해 관계가 다르지만 논리를 잘 개발하고 8월 중에 범시민추진위원회를 통해 지역 의지를 표출하고 충청권 여야 국회의원들이 뜻을 모아 빠르면 정기국회, 늦어도 내년 총선 전까지는 혁신도시로 지정될 수 있도록 노력하겠다”고 덧붙였다.허 시장은 정무부시장 인선과 관련해 “늦어도 여름 휴가 전에는 결정하겠다”며 “지역 특성을 고려해 경제 업무에 대한 이해가 높고 정무적인 역할을 할 수 있는 좋은 분을 모실려고 현재 이야기하는 단계”라고 소개했다.kt0319@news1.kr▶ [ 크립토허브 ]▶ [ 해피펫 ]▶ 네이버 메인에서 [뉴스1] 구독하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",2
"유재중 ""대한민국과 국민을 위한 정치하겠다"" 총선 승리 다짐","한국당 부산시당위원장 '만장일치' 선출18일 오전 한국당 부산시당 운영위원회에서 신임 자유한국당 부산시당위원장으로 선출된 유재중 의원(부산 수영구)이 인사말을 하고 있다. 2019.7.18  /© 뉴스1(부산=뉴스1) 박기범 기자 = 자유한국당 신임 부산시당위원장으로 선출된 유재중 의원(부산 수영구)이 18일 ""대한민국과 국민을 위한 정치를 하겠다""며 각오를 다졌다.유 위원장은 이날 오전 한국당 부산시당에서 열린 2019년도 시당운영위원회에서 만장일치로 시당위원장으로 선출된 후 이같이 밝혔다.유 위원장은 ""지방선거가 있던 지난 2014년 이후 두 번째 시당위원장을 맡게 됐다""며 ""당시와 같이 선거를 앞두고 시당위원장이 돼 어깨가 무겁다""고 말했다.이어 ""2014년과 이번 총선은 분위기가 다르다""며 ""한국당은 심기일전해야 한다. 한시라도 마음을 놓을 수 없다""고 긴장감을 전했다.그는 또 ""정치는 앞을 내다볼 수 없다. 국민들은 아주 현명하다. 오만하고 잘못된 게 있으면 그대로 질책한다""며 ""국민이 주인이다. 항상 긴장감을 갖고 열심히 해야 한다""고 강조했다.그러면서 ""9개월 정도 남았다. 21대 총선에 한국당을 넘어 대한민국의 운명이 걸려 있다고 생각한다""며 ""절박한 마음으로 혼연일체가 되자""라고 목소리를 높였다.pkb@news1.kr▶ [ 크립토허브 ]▶ [ 해피펫 ]▶ 네이버 메인에서 [뉴스1] 구독하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",2
"中企사랑나눔재단, 6기 나눔뭉클 리포터 선발","중소기업사랑나눔재단 제6기 나눔뭉클리포터(중소기업사랑나눔재단 제공)© 뉴스1(서울=뉴스1) 최동현 기자 = 중소기업사랑나눔재단은 기업의 사회공헌활동을 발굴해 취재할 '제6기 중소기업 나눔뭉클 리포터' 6명을 선발했다고 18일 밝혔다.나눔뭉클 리포터는 중소기업과 재단의 사회공헌활동을 발굴·취재하고 사회관계망서비스(SNS)를 통해 홍보하는 활동을 시작한다.김영래 재단 이사장은 ""현재 온라인 채널이 주요 소통수단으로 거듭나고 있다""며 ""나눔뭉클 리포터들이 역량 발휘를 통해 중소기업 사회공헌활동들이 많은 사람에게 알려지길 바란다""고 기대했다.dongchoi89@news1.kr▶ [ 크립토허브 ]▶ [ 해피펫 ]▶ 네이버 메인에서 [뉴스1] 구독하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",2
'열어라 개성공단',"(서울=뉴스1) 박세연 기자 = 6.15공동선언실천 남측위원회, 민족화해협력범국민협의회, 개성공단기업협회, 금강산기업협회 대표와 관계자들이 18일 오전 서울 중구 프레스센터에서 '개성공단, 금강산관광 재개를 위한 범국민 운동 추진' 공동 기자회견을 갖고 구호를 외치고 있다. 2019.7.18/뉴스1psy5179@news1.kr▶ [ 크립토허브 ]▶ [ 해피펫 ]▶ 네이버 메인에서 [뉴스1] 구독하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",2
'다시가자 금강산',"(서울=뉴스1) 박세연 기자 = 6.15공동선언실천 남측위원회, 민족화해협력범국민협의회, 개성공단기업협회, 금강산기업협회 대표와 관계자들이 18일 오전 서울 중구 프레스센터에서 '개성공단, 금강산관광 재개를 위한 범국민 운동 추진' 공동 기자회견을 갖고 구호를 외치고 있다. 2019.7.18/뉴스1psy5179@news1.kr▶ [ 크립토허브 ]▶ [ 해피펫 ]▶ 네이버 메인에서 [뉴스1] 구독하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",2
"'다시가자 금강산, 열려라 개성공단'","(서울=뉴스1) 박세연 기자 = 6.15공동선언실천 남측위원회, 민족화해협력범국민협의회, 개성공단기업협회, 금강산기업협회 대표와 관계자들이 18일 오전 서울 중구 프레스센터에서 '개성공단, 금강산관광 재개를 위한 범국민 운동 추진' 공동 기자회견을 갖고 구호를 외치고 있다. 2019.7.18/뉴스1psy5179@news1.kr▶ [ 크립토허브 ]▶ [ 해피펫 ]▶ 네이버 메인에서 [뉴스1] 구독하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",2
"개성공단, 금강산관광 재개 촉구 기자회견 발언하는 김홍걸","(서울=뉴스1) 박세연 기자 = 김홍걸 민화협 대표상임의장이 18일 오전 서울 중구 프레스센터에서 6.15공동선언실천 남측위원회, 민족화해협력범국민협의회, 개성공단기업협회, 금강산기업협회가 가진 '개성공단, 금강산관광 재개를 위한 범국민 운동 추진' 공동 기자회견에서 발언을 하고 있다. 2019.7.18/뉴스1psy5179@news1.kr▶ [ 크립토허브 ]▶ [ 해피펫 ]▶ 네이버 메인에서 [뉴스1] 구독하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",2
"5당 대표 靑 회동 앞두고…與 ""국론 모아야"" 野 ""정책전환해야""","이인영 ""日압박에 대응하기 위해 힘 모아야""황교안 ""日압박 극복 위해 정책전환해야""© News1 김일환 디자이너(서울=뉴스1) 이호승 기자,전형민 기자,이형진 기자,이균진 기자 = 여야가 18일 문재인 대통령과 여야 5당 대표의 청와대 회동을 앞두고 팽팽한 기싸움을 펼치고 있다.더불어민주당은 이날 회동이 국론을 모으는 초당적 자리가 돼야 한다며 야당이 전향적인 자세로 회동에 임해야 한다고 촉구했지만, 자유한국당과 바른미래당은 외교·안보·경제 정책의 전환이 필요하다며 청와대를 압박했다.이인영 민주당 원내대표는 이날 국회에서 열린 정책조정회의에서 ""일본의 경제보복조치로 경제위기를 맞은 상황에서 여야의 정치지도자들이 자리를 함께하는 만큼 국민의 기대가 어느 때보다 크다""며 ""대승적 차원에서 국론을 하나로 모으는 초당적 자리가 되길 바란다""고 말했다.이 원내대표는 ""거세지는 일본의 압박에 맞서기 위해 힘을 모아야한다는데 전 국민이 공감하고 있다. ""회담에서 국민을 최우선으로 5당 대표가 정치권의 뜻을 모아달라""고 당부했다.이어 ""정치권 모두 차분하고 치말한 대응을 할 수 있도록 힘을 모아야 한다""며 ""정부도 야권의 의견을 적극 경청, 수용하는 진정어린 열린 모습을 보이길 바란다. 오늘 회담이 국민통합의 장이 되길 진심으로 기원한다""고 강조했다.반면 황교안 자유한국당 대표는 이날 국회에서 열린 최고위원회의에서 ""문재인 대통령은 오늘 청와대 회담을 정책전환의 실질적 계기로 만들어야 한다""며 ""정책 대전환 없이는 경제도, 민생도, 외교도, 안보도 추락할 수밖에 없고 일본의 경제 보복을 극복할 수도 없다""고 주장했다.황 대표는 ""문 대통령은 한미동맹의 위기를 직시하고 북한의 우선주의 외교노선을 즉각 수정하기 바란다""며 북한 목선의 삼척항 입항, 해군2함대 사령부의 거동수상자 사건을 언급한 뒤 ""군 통수권자인 문 대통령이 책임져야 마땅하지만 장관 해임으로 그 책임을 물으려 하는 것""이라고 정경두 국방장관의 해임을 재차 요구했다.나경원 한국당 원내대표도 ""(정부가) 지금의 기조로 경제 정책과 안보 정책을 이어가면 대한민국에 미래는 없다""며 ""오늘 문 대통령은 제1야당과 함께하는 포용의 정치, 화합의 정치, 협치의 정치를 보여줘야 한다""고 했다.오신환 바른미래당 원내대표는 이날 국회에서 열린 원내대책회의에서 ""민생입법과 추경안, 대(對) 일본 결의안 모두 '정경두' 이름 세글자에 맡겨져 있다. 협치의 물꼬를 다시 틀 것인지, 대치 확대를 재생산할 것인지는 문 대통령의 결단에 달려 있다""고 정 장관의 해임을 요구했다.오 원내대표는 ""정 장관을 지키기 위해 민생입법과 추가경정예산(추경)안 포기도 불사하겠다는 민주당의 무책임한 태도는 납득할 수 없다""며 ""국회 본회의를 무산시키고 모든 책임을 (야당에) 떠넘기려 것이 아니라면 국정운영의 책임이 있는 여당이 이렇게 무책임하게 나올 수는 없다""고 비판했다.yos547@news1.kr▶ [ 크립토허브 ]▶ [ 해피펫 ]▶ 네이버 메인에서 [뉴스1] 구독하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",2
개성공단과 금강산관광 재개 촉구하는 김홍걸 민화협 대표,"(서울=뉴스1) 박세연 기자 = 김홍걸 민화협 대표상임의장이 18일 오전 서울 중구 프레스센터에서 6.15공동선언실천 남측위원회, 민족화해협력범국민협의회, 개성공단기업협회, 금강산기업협회가 가진 '개성공단, 금강산관광 재개를 위한 범국민 운동 추진' 공동 기자회견에서 발언을 하고 있다. 2019.7.18/뉴스1psy5179@news1.kr▶ [ 크립토허브 ]▶ [ 해피펫 ]▶ 네이버 메인에서 [뉴스1] 구독하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",2
"정의당 ""민주, 홍영표 정개특위 위원장 임명…매우 적절한 결정""","""선거제 개혁 완수에 대한 의지 표명으로 보여""김종대 정의당 수석대변인 © News1 구윤성 기자(서울=뉴스1) 김진 기자 = 정의당은 18일 더불어민주당이 정치개혁특별위원회 위원장을 맡기로 하고 이에 홍영표 전 원내대표를 임명한 것과 관련해 ""매우 적절한 결정""이라고 화답했다.김종대 정의당 수석대변인은 이날 오전 브리핑에서 ""홍영표 전 원내대표에게 특위 위원장을 맡기기로 한 민주당 결정은 선거제도 개혁 완수에 대한 의지를 표명한 것으로 보인다""며 이렇게 말했다.그러면서 ""여전히 갈 길이 멀다. 여야는 튼튼한 공조와 긴밀한 협력으로 선거제도 개혁을 완수해야 한다""고 촉구했다. 이어 ""자유한국당 또한 당장 눈앞의 당리당략을 따지기보다 정치개혁이라는 거스를 수 없는 시대적 소명 앞에 뜻을 함께 해주기 바란다""며 ""여야가 모두 함께 머리를 맞대 보다 합리적인 개혁안을 도출할 수 있기를 기대한다""고 덧붙였다.김 수석대변인은 ""선거제도 개혁은 시대적 소명이자 국민의 명령이다. 국민의 뜻이 온전히 반영되는 선거제도 개혁이야말로 곧 정치개혁의 시작이라는 믿음을 가지고 정의당은 온 힘을 다해 선거제도 개혁을 관철시킬 것""이라며 ""민주당 또한 선거제 개혁을 통한 정치개혁 의지를 확고하게 이어나가주기 바란다""고 강조했다.soho0902@news1.kr▶ [ 크립토허브 ]▶ [ 해피펫 ]▶ 네이버 메인에서 [뉴스1] 구독하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",2
"전희경 ""황교안, 文대통령에 '日 경제보복-국내 경제' 얘기""","""실마리는 靑과 文대통령이…외교적 해법이 관건""전희경 자유한국당 대변인. © News1 김명섭 기자(서울=뉴스1) 이균진 기자 = 전희경 자유한국당 대변인이 18일 문재인 대통령과 여야 5당 대표 회동에 대해 ""일본 수출규제 무역보복에 대한 대응책과 대한민국 경제위기로 인식되는 경제난국에 대해 형식과 의제에 구애없이 충분히 얘기할 것""이라고 밝혔다.전 대변인은 이날 YTN 라디오 '김호성의 출발 새아침'과의 인터뷰에서 ""이번 청와대 회동은 일본 수출규제 무역보복에 대한 대응책이 절실하다는 판단에 의해 황교안 대표가 형식에 구애받지 않고 대화하자는 대승적 결단에 의해 이뤄졌다""며 이렇게 말했다.전 대변인은 ""외교적 문제로 인해 비화된 사태가 경제적인 문제로 번진 것에 대해 유감스럽게 생각한다. 일본이 빨리 자유무역의 본령을 회복하길 촉구한다""며 ""벌어지지 않았으면 좋았을 사태를 해결해야 하는 실마리는 청와대와 문 대통령이 쥐고 있다. 외교적 해법이 관건""이라고 강조했다.이어 ""문 대통령이 어떤 복안을 가지고 있는지, 복안에 따라 국회가 초당적으로 협력할 부분은 무엇인지, 그리고 심각한 경제난국을 어떻게 풀어나가면 좋은지에 대해 형식과 또 의제에 구애됨 없이 이야기를 충분히 드릴 생각""이라며 ""민생투쟁 대장정을 시작하고 민생현장을 둘러보면서 들은 것은 살려달라는 절규였다""고 덧붙였다.전 대변인은 ""소득주도성장이라는 경제기조에 대해 명백하게 이렇게 해서는 안된다라고 하는 입장을 가진 거의 유일한 정당이라고 할 수 있다""며 ""이 문제에 대해서 문 대통령과 실질적 변화가 이뤄질 수 있는 대화 형식을 원했던 것""이라고 설명했다.그러면서 ""그래서 1:1 회담을 이야기했던 것이다. 청와대가 답을 안주고 있는 사이 일본의 경제보복 문제까지 발생했다""며 ""이 상황이 방치되면 안된다. 양국 간 감정대립이나 국내정치에 활용되는 것을 막고 경제가 사는 길을 위해서는 빨리 만나야 되겠다라는 그런 결단을 내렸던 것""이라고 강조했다.전 대변인은 ""이것을 풀 수 있는 키는 문 대통령이 가지고 있다. 이번에 이 문제를 냉철하게 국익 최우선의 관점에서 국가경제를 쉽게 깨질 수 있는 유리그릇처럼 어우르면서 문제를 풀어갈 수 있는 방안을 강구해야 한다""며 ""미국이라든지 기타 국가의 협력까지 이끌어내야 하는 역할을 해야 하기 때문에 문 대통령은 감정적인 대응이나 발언은 자제하고 문제 해결에 집중하시는 것이 올바른 해법""이라고 말했다.강경화 외교부 장관에 대해서는 ""무역보복, 경제보복 문제, 그리고 더 나아가 미중 패권 갈등 속에서의 대한민국의 기로 등을 풀어낼 수 있을 것이라고 보지 않는다""며 ""그래서 외교라인 교체를 저희는 지속해 요구하고 있는 것""이라고 했다.asd123@news1.kr▶ [ 크립토허브 ]▶ [ 해피펫 ]▶ 네이버 메인에서 [뉴스1] 구독하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",2
"광명시, 임정 개헌 100주년 기념 도심에 ‘태극기 100일간 게양’","광명사거리~양지사거리 9㎞ 구간에 996개 태극기 게양광명시는 대한민국 임시정부 헌법 개헌 100주년을 기념해 오는 10월 24일까지 100일간 관내 주요 도로변에 태극기를 게양한다.(광명시 제공)© 뉴스1(광명=뉴스1) 조정훈 기자 = 경기 광명시는 대한민국 임시정부 헌법 개헌 100주년을 기념해 오는 10월 24일까지 100일간 관내 주요 도로변에 태극기를 게양한다고 18일 밝혔다.지난 3월 1일과 4월 11일 임정 수립 100주년 경축식 및 문화행사를 민·관이 함께 개최한 시는 제헌절을 기념해 대한민국 임시정부 법통을 계승하는 의미에서 태극기 게양 기간을 연장하기로 했다.시는 광명사거리~양지사거리 9㎞ 구간에 설치 된 498개 가로등에 1개당 2개씩 총 996개 태극기를 게양한 상태다.시는 한 달에 한 번 새 태극기로 교체하고 현장에 수시로 나가 점검·정비할 계획이다.박승원 시장은 “100일간의 태극기 게양으로 대한민국 임시정부 수립 100주년 의미를 다시 한 번 되새기고 3·1독립 나라사랑 정신을 계속 이어 나갔으면 좋겠다”고 말했다.jjhjip@news1.kr▶ [ 크립토허브 ]▶ [ 해피펫 ]▶ 네이버 메인에서 [뉴스1] 구독하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",2
숙박비 1원 입금하고 50만원 환불…20대 2명 입건,"천안서북경찰서 /© 뉴스1(대전ㆍ충남=뉴스1) 김아영 기자 = 숙박비를 1원만 입금하고 이름을 적는 곳에 50만원을 적은 후 업주를 속여 숙박비 50만원을 환불받은 20대 2명이 경찰에 붙잡혔다.충남 천안서북경찰서는 지난 17일 숙박비를 1원만 입금하고 수십만원을 보낸 것처럼 숙박업소 업주를 속인 혐의(사기)로 A씨(20) 등 2명을 불구속 입건했다.A씨 등은 지난달 29일 서북구의 한 모텔에 들어가 모바일뱅킹으로 숙박비를 지급하면서 이름을 적는 란에 50만원을 입력하고 업주에게 보여주자 스마트폰에 익숙하지 않은 업주가 입금이 된 것으로 착각했다.이어 이들은 ""방이 마음에 들지 않는다""며 업주에게 50만원을 환불받았다.이들은 이같은 수법으로 다른 모텔에서도 90만원을 가로채려다 업주가 수상한 점을 눈치채 미수에 그쳤다.경찰 관계자는 ""모바일뱅킹에 익숙하지 않은 60~70대 업주를 노렸다""며 ""입금된 금액을 꼼꼼히 살피고 은행에 가서 확인할 것""을 당부했다.haena9355@news1.kr▶ [ 크립토허브 ]▶ [ 해피펫 ]▶ 네이버 메인에서 [뉴스1] 구독하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",2
"경산시, 사회적기업 육성 우수 선정…창업학교 등 추진","18일 고용노동부 주관 사회적기업 육성 우수 자치단체 성과공유대회서우수기관 상을 받은 경북 경산시 관계자들이 기념촬영을 하고 있다.(경산시제공)2019.7.18 /뉴스1 © News1(경산=뉴스1) 정우용 기자 = 경북 경산시는 18일 고용노동부의 사회적기업 육성 우수기관에 선정됐다.전국 245개 자치단체를 대상으로 사회적기업 발굴·육성 및 활성화, 일자리 창출 등을 평가해 13개 자치단체가 선정됐으며, 경북에서는 경산시가 유일하다.경산시는 사회적경제 창업사관학교, 사회적경제기업 제품 공공구매 설명회, 찾아가는 사회적경제 아카데미, 사회적경제 점프업 한마당 장터 등을 추진하고 있다.또 사회적경제기업이 안정적인 수익 구조와 자립 기반을 갖출 수 있도록 브랜드·기술 개발, 홍보·마케팅 역량 강화, 전략적 사업모델 발굴 등을 지원하고 있다.newsok@news1.kr▶ [ 크립토허브 ]▶ [ 해피펫 ]▶ 네이버 메인에서 [뉴스1] 구독하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",2
홍영표 신임 정개특위 위원장,"(서울=뉴스1) 이종덕 기자 = 홍영표 정치개혁특별위원회 위원장이 18일 서울 여의도 국회 더불어민주당 원내대표실에서 기자간담회를 하고 있다. 2019.7.18/뉴스1newjd@news1.kr▶ [ 크립토허브 ]▶ [ 해피펫 ]▶ 네이버 메인에서 [뉴스1] 구독하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",2
기자간담회하는 홍영표 정개특위 위원장,"(서울=뉴스1) 이종덕 기자 = 홍영표 국회 정치개혁특별위원회 위원장이 18일 서울 여의도 국회 더불어민주당 원내대표실에서 기자간담회를 하고 있다. 2019.7.18/뉴스1newjd@news1.kr▶ [ 크립토허브 ]▶ [ 해피펫 ]▶ 네이버 메인에서 [뉴스1] 구독하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",2
제주JDC면세점에 서울시 '사회적경제기업' 본격 운영,"제주국제자유도시개발센터 공항면세점(제주국제자유도시개발센터 제공)© 뉴스1(서울=뉴스1) 홍기삼 기자 = 제주도를 방문한 국내외 관광객들이 한번쯤은 방문하는 제주국제공항 내 JDC면세점에 사회공헌, 공정무역 등 사회적 가치를 담은 사회적경제기업 제품 판매 매장이 본격적으로 운영된다.서울시와 제주국제자유도시개발센터(JDC), 서울시사회적경제지원센터는 19일 오전 11시 제주시 공항로 제주국제공항 합동청사 1층에 위치한 JDC면세사업단 회의실에서 '사회적경제기업의 판로확대 및 경쟁력 강화에 관한 업무협약'을 체결한다고 18일 밝혔다.지난해 12월 JDC면세점 내 6.6㎡(2평) 규모 매장 이치(each)를 열고 패션잡화, 업사이클링, 식품 등 총 15개 기업의 제품 200여점에 대한 시범판매를 한 결과 첫 달 2800만원의 매출을 올린 후 6개월 후인 6월 월 매출이 9300만원으로 약 3.3배 급성장했다. 사회적경제기업 제품의 면세점 판매 가능성을 확인하고 체계적인 홍보와 판로지원 등을 통해 본격적인 판매 활성화에 힘을 모으기로 한 것.내국인은 물론 외국인까지 연 1400만명 이상이 방문하는 면세점을 사회적경제기업 제품 판매 거점으로 삼아 소비자들이 쉽게 제품을 만날 수 있도록 하고 세 기관이 적극적인 인큐베이터 역할에 팔을 걷겠다는 것이 핵심이다. 특히 기업의 경쟁력을 키우기 위해 거대 유통채널인 면세점이 실질적인 지원에 나선다는데도 의미가 있다.서울시는 사회적경제기업 제품의 자생력 확보와 시장 대응력을 키우기 위해 다양한 판로확보에 힘을 쏟아왔다.농협 하나로마트, 두레·한살림·행복중심생협 등 서울시내 30여개 오프라인 매장에서 제품을 입점시켜 안정적 매출을 확보하고 있다. 온라인 사회적경제기업 전용쇼핑몰 '함께누리'에서도 520여 개 기업 9100여 개 제품을 판매하고 있다. 지난해부터 롯데홈쇼핑에서도 정기적인 판매 방송프로그램을 운영 중이다.argus@news1.kr▶ [ 크립토허브 ]▶ [ 해피펫 ]▶ 네이버 메인에서 [뉴스1] 구독하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",2
시민 주도 에너지전환 정책…19일 '서울에너지포럼',"'제2회 서울에너지포럼' 포스터.(서울시 제공) © 뉴스1(서울=뉴스1) 이헌일 기자 = 서울시민이 주도하는 에너지전환 정책을 논의하는 자리가 마련된다.서울시는 19일 오후 2시 시청 서소문청사에서 '제2회 서울에너지포럼'을 연다고 18일 밝혔다. '원전하나줄이기', '태양의 도시 서울' 등 정책 성과를 시민의 관점에서 짚어보고, 시민 중심의 에너지 정책 정착 방안을 모색하는 자리다.시는 선도적인 에너지전환 정책을 추진, 지난 7년 동안 시민 437만명이 참여해 에너지 518만TOE를 생산·절감했다. 원전 2.5기가 1년 동안 생산하는 에너지양이다.이번 포럼에서는 이유진 지역에너지전환전국네트워크 공동대표가 2011년 이후 지역에너지전환 흐름과 정책 제도화 사례를 소개하고 서울시 에너지조례 개정 필요성을 제기한다.김연지 서울시 에너지시민협력과장은 주민주도로 마을의 에너지 자립도를 높여가는 마을공동체인 에너지자립마을 활동사례를 소개하고 제도발전을 위한 방안을 발표한다.발표 뒤에는 시민참여 촉진방안 및 제도화 방안을 두고 패널토론과 청중 종합토론이 이어진다.이번 포럼은 에너지 전환에 관심있는 시민 누구나 참석가능하다. 서울시 원전하나줄이기 홈페이지에서 사전등록하거나 당일 현장에서 등록하면 된다.honey@news1.kr▶ [ 크립토허브 ]▶ [ 해피펫 ]▶ 네이버 메인에서 [뉴스1] 구독하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",2
"서울시, 20일 '지방정부-청년 공동 실천' 선언…17개 광역 동참","2019.7.14/뉴스1(서울=뉴스1) 홍기삼 기자 = 서울시가 변화하는 사회환경과 새로운 정책환경의 선제적 대응을 위해 지방정부-청년과 함께 공동 협력 체계를 구축하는 '2019 지방정부 청년정책 협력포럼'을 개최한다고 18일 밝혔다.오는 20일 오후 1시~6시 서울시청 8층 다목적홀에서 개최되는 포럼은 '청년과 지역이 함께 여는 미래'라는 슬로건으로 대한민국시도지사협의회(협회장 박원순)가 주최하고 서울특별시와 전국청년정책네트워크가 공동 주관한다.이날 행사에는 서울특별시를 비롯 17개 광역시도와 20개 기초자치단체가 함께 한 지방정부-청년 공동 실천 선언문을 선포한다. 또한 중앙정부와 지방정부 청년정책 담당 공무원 100여명과 전국 각지 청년단체 대표 및 청년 당사자 300여명이 참석할 예정이다. 청년정책, 청년거버넌스에 관심 있는 사람이라면 성별, 연령, 직업 상관없이 누구나 참가할 수 있다.포럼 참가를 원할 경우 사전참가신청링크(http://bit.ly/청년정책협력포럼)나 서울청년포털에 들어가서 사전신청이 가능하다. 당일 현장접수도 진행된다.포럼의 메인세션은 청년문제의 현황과 미래과제와 관련된 기조강연과 시도지사와 청년 대표들의 공동대담, 공동실천선언문 선포로 진행된다.이어지는 서브세션은 청년들과 청년정책 담당 공무원들 대상으로 각각 협력회의가 진행된다. 청년정책 발전사를 보여주는 기획전시도 행사장에서 함께 진행될 예정이다.서울시는 지난 3월 31일 청년자치정부를 출범해 서울특별시 청년정책의 새로운 추진체계를 구축하고 민관협력을 통한 청년문제 해결을 선도해나가고 있다.argus@news1.kr▶ [ 크립토허브 ]▶ [ 해피펫 ]▶ 네이버 메인에서 [뉴스1] 구독하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",2
'서울형 강소기업'에 최대 30억 우대금리 융자지원,"서울시-신한은행 업무협약…컨설팅도 제공서울형 강소기업 근무환경개선금 활용 예시.(서울시 제공) © 뉴스1(서울=뉴스1) 이헌일 기자 = 서울시가 신한은행과 함께 '서울형 강소기업'에 최대 30억원까지 우대금리로 융자를 지원한다.서울시는 18일 오후 2시 시청에서 신한은행과 '서울형 강소기업 금융지원을 위한 업무협약'을 맺는다고 밝혔다.서울형 강소기업은 공공기관 인증 중소기업 가운데 시가 청년 일자리 창출, 일생활균형 조직문화, 복지혜택 등이 우수한 곳을 선정하는 제도다. 올해 154개 기업을 포함, 현재까지 532개 기업을 선정했다.이번 협약은 Δ서울형 강소기업 대상 금융지원 및 우대금리 적용 Δ일자리 창출 및 혁신 성장 지원을 위한 보증기관 보증상품 확대 Δ컨설팅, 교육 등 비금융서비스 지원 등을 뼈대로 한다.신한은행 신용등급 BB-이상 기업에는 최대 30억원까지 기본 신용대출금리에서 0.5%를 인하한 우대금리를 적용해 융자해준다. 또 해당 기업이 신용보증기금에서 보증을 받을 경우 기업에서 지급하는 보증료 가운데 20%를 지원한다. 아울러 기업 성장통 극복, 재무·회계, 사업승계·세무, 글로벌 진출 지원 등 컨설팅도 제공한다.조인동 서울시 경제정책실장은 ""서울형 강소기업이 청년이 일하기 좋은 기업으로 성장하고, 청년 인재가 기업과 함께 성장할 수 있도록 신한은행과 긴밀하게 협력해 지원하겠다""고 말했다.honey@news1.kr▶ [ 크립토허브 ]▶ [ 해피펫 ]▶ 네이버 메인에서 [뉴스1] 구독하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",2
